"ToxPi Score","HClust Group","KMeans Group","Name","Source","Infection Rate: Transmissible Cases!20!0xcc3333ff","Infection Rate: Disease Spread!5!0xe64d4dff","Pop Concentration: Pop Mobility!10!0x57b757ff","Pop Concentration: Residential Density!5!0x5ced5cff","Intervention: Vaccines!15!0x4258c9ff","Intervention: Social Distancing!5!0x6079f7ff","Intervention: Testing!5!0x7d90f3ff","Health & Environment: Hospital Beds!10!0x6b0b9eff","Health & Environment: Hospital Ventilators!10!0x7e24aeff","Health & Environment: Pop Demographics!3!0x933fbfff","Health & Environment: Air Pollution!3!0xa95ad2ff","Health & Environment: Age Distribution!3!0xc177e7ff","Health & Environment: Co-morbidities!3!0xdb95feff","Health & Environment: Health Disparities!3!0xe1a6ffff"
"0.46553085210772366","8","5","North Dakota, Ward","-101.5437,48.2239","0.46843011932883905","0.3772466831973565","0.5753206848736906","0.7361","0.5530393325387366","1.0","0.3131073163396005","0.6435643564356436","0.0","0.578764333892952","0.14371257485029942","0.42856039038869453","0.29931032310141564","0.07224318621210692"
"0.46552541981402284","8","5","Oklahoma, Cleveland","-97.3252,35.2041","0.45705024905343333","0.3780239135033558","0.6383692298080055","0.645","0.47914183551847445","1.0","0.2987927009530063","0.6039603960396039","0.0","0.6637073382349441","0.4251497005988024","0.44674408486908573","0.3209374842815886","0.20747143761511036"
"0.4654189837403389","7","10","Alabama, Dale","-85.611,31.4304","0.34702104143622564","0.27096054550208454","0.5570109213590679","0.455","0.5673420738974971","1.0","0.27050791300214166","0.7524752475247525","0.0","0.6168910241345296","0.47904191616766467","0.5380992168517501","0.4890758600911593","0.5482728012507584"
"0.46540295661779035","7","10","South Carolina, Marion","-79.364,34.0786","0.39200542663158966","0.30905505421861973","0.5085101284693931","0.5014","0.5554231227651967","1.0","0.2863129645840166","0.5841584158415841","0.0","0.7009078974373968","0.4131736526946108","0.5858342498966352","0.6301855628798501","0.6560035539402849"
"0.46533145725318337","7","5","Ohio, Clinton","-83.8085,39.4149","0.4352501661208084","0.3730847801115002","0.5490935491119706","0.5247","0.5530393325387366","1.0","0.30960401406265753","0.6732673267326732","0.0","0.3222156094967125","0.4970059880239522","0.5380992168517501","0.4272003883494128","0.3061453591128036"
"0.4653003443836312","8","6","New Hampshire, Cheshire","-72.2531,42.9202","0.5568370336571647","0.5447316010674109","0.5812801836478062","0.5556","0.3957091775923719","1.0","0.21641987036105345","0.7524752475247525","0.0","0.21473534269298752","0.3173652694610779","0.5918944128138512","0.28871361507346505","0.09940617078073445"
"0.46529613188824537","7","7","Indiana, Jennings","-85.6271,38.9959","0.4372932669356413","0.3713601234905368","0.5736573939135137","0.3734","0.6555423122765196","1.0","0.26927490964819817","0.5643564356435643","0.0","0.2009294340965045","0.4970059880239522","0.5287228277828","0.5607540178308266","0.37935430049907043"
"0.4652385403493456","7","10","Mississippi, Tallahatchie","-90.1729,33.9534","0.3518667989904878","0.29266321872398876","0.49511381171328533","0.9548","0.6412395709177592","0.75","0.3695198442028163","0.4653465346534653","0.0","0.6498354767770188","0.4191616766467066","0.4939129750014257","0.5672831441138158","0.6792752984799955"
"0.46520467393288384","7","10","Indiana, Carroll","-86.562,40.5808","0.37791822271968156","0.3330937231938702","0.5389327059436277","0.05","0.7127532777115614","1.0","0.2953349867738885","0.8712871287128713","0.0","0.21918777964530597","0.5149700598802395","0.595880459448231","0.3712546340404815","0.2241943592582603"
"0.4651777322458476","9","3","Texas, Anderson","-95.6535,31.8153","0.3893368054430547","0.38110000316075976","0.5484869940374867","0.978","0.6662693682955899","1.0","0.3339322155427471","0.24752475247524752","0.0","0.60624730167829","0.4131736526946108","0.49129758316188105","0.4100791700122165","0.5164416366679824"
